conceptId	en	latin_ta	english_ta	mapping_status	current_ru	decision	final_ru	reason	confidence
FMA32672	sesamoid bone	os sesamoideum	sesamoid bone	EXACT	Сэсамоид кость	KEEP	Сэсамоид кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA32884	phalanx of big toe			NO_MATCH	Фаланга биг палец стопы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA32899	phalanx of second toe			NO_MATCH	Фаланга вторая палец стопы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA32900	phalanx of third toe			NO_MATCH	Фаланга третья палец стопы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA32901	phalanx of fourth toe			NO_MATCH	Фаланга четвёртая палец стопы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA32902	phalanx of little toe			NO_MATCH	Дистальная фаланга мизинца стопы	KEEP	Дистальная фаланга мизинца стопы	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA33302	proximal carpal bone			NO_MATCH	Проксимальная запястная кость кость	KEEP	Проксимальная запястная кость кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA33303	distal carpal bone			NO_MATCH	Дистальная запястная кость кость	KEEP	Дистальная запястная кость кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA33531	muscle of shoulder			NO_MATCH	Мышца плечо	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA33581	ascending part of right trapezius			NO_MATCH	Восходящая часть правой трапециевидной мышцы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA33583	ascending part of left trapezius			NO_MATCH	Восходящая часть левой трапециевидной мышцы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA33584	transverse part of right trapezius			NO_MATCH	Поперечная часть правый трапециевидная мышца	APPLY	Поперечная часть Правая трапециевидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA33585	transverse part of left trapezius			NO_MATCH	Поперечная часть левый трапециевидная мышца	APPLY	Поперечная часть Левая трапециевидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA33586	descending part of right trapezius			NO_MATCH	Нисходящая часть правый трапециевидная мышца	APPLY	Нисходящая часть Правая трапециевидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA33587	descending part of left trapezius			NO_MATCH	Нисходящая часть левый трапециевидная мышца	APPLY	Нисходящая часть Левая трапециевидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA34676	zone of deltoid			NO_MATCH	Зона дельтовидная мышца	KEEP	Зона дельтовидная мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA34677	clavicular part of deltoid			NO_MATCH	Клавикулар часть дельтовидная мышца	KEEP	Клавикулар часть дельтовидная мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA34678	acromial part of deltoid			NO_MATCH	Акромиальная часть дельтовидной мышцы	KEEP	Акромиальная часть дельтовидной мышцы	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA34679	spinal part of deltoid			NO_MATCH	Спинномозговая часть дельтовидная мышца	KEEP	Спинномозговая часть дельтовидная мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA34680	clavicular part of right deltoid			NO_MATCH	Клавикулар часть правый дельтовидная мышца	APPLY	Клавикулар часть Правая дельтовидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA34681	clavicular part of left deltoid			NO_MATCH	Клавикулар часть левый дельтовидная мышца	APPLY	Клавикулар часть Левая дельтовидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA34682	acromial part of right deltoid			NO_MATCH	Акромиальная часть правой дельтовидной мышцы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA34683	acromial part of left deltoid			NO_MATCH	Акромиальная часть левой дельтовидной мышцы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA34684	spinal part of right deltoid			NO_MATCH	Спинномозговая часть правый дельтовидная мышца	APPLY	Спинномозговая часть Правая дельтовидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA34685	spinal part of left deltoid			NO_MATCH	Спинномозговая часть левый дельтовидная мышца	APPLY	Спинномозговая часть Левая дельтовидная мышца	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA34686	zone of pectoralis major			NO_MATCH	Зона грудная мышца большая	KEEP	Зона грудная мышца большая	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA34687	clavicular part of pectoralis major			NO_MATCH	Клавикулар часть грудная мышца большая	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA34690	clavicular part of right pectoralis major			NO_MATCH	Клавикулар часть правый грудная мышца большая	APPLY	Клавикулар часть Правая грудная мышца большая	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA34691	clavicular part of left pectoralis major			NO_MATCH	Клавикулар часть левый грудная мышца большая	APPLY	Клавикулар часть Левая грудная мышца большая	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA34696	sternocostal part of pectoralis major			NO_MATCH	Стэрнокостал часть грудная мышца большая	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA34699	abdominal part of pectoralis major			NO_MATCH	Брюшная часть большой грудной мышцы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA35187	interosseous membrane of leg	membrana interossea cruris	interosseous membrane of leg	EXACT	Межкостная оболочка голень	KEEP	Межкостная оболочка голень	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA35192	interosseous membrane of right leg	membrana interossea cruris	interosseous membrane of leg	PROBABLE	Межкостная оболочка правый голень	KEEP	Межкостная оболочка правый голень	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA35193	interosseous membrane of left leg	membrana interossea cruris	interosseous membrane of leg	PROBABLE	Межкостная оболочка левый голень	KEEP	Межкостная оболочка левый голень	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA35477	phalanx of thumb			NO_MATCH	Фаланга тумб	KEEP	Фаланга тумб	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA35480	phalanx of index finger			NO_MATCH	Дистальная фаланга указательного пальца	KEEP	Дистальная фаланга указательного пальца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA35483	phalanx of middle finger			NO_MATCH	Фаланга средняя палец	APPLY	Фаланга среднего пальца	Candidate from QA (word_order); requires final Russian terminology review before application.	MEDIUM
FMA35486	phalanx of ring finger			NO_MATCH	Фаланга кольцо палец	APPLY	Фаланга безымянного пальца	Candidate from QA (word_order; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA35489	phalanx of little finger			NO_MATCH	Дистальная фаланга мизинца	KEEP	Дистальная фаланга мизинца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37347	muscle of pectoral girdle			NO_MATCH	Мышца плечевой пояс	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37348	muscle of free upper limb			NO_MATCH	Мышца свободная верхняя конечность	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37349	pectoral muscle			NO_MATCH	Плечевой мышца	KEEP	Плечевой мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37367	muscle of pelvic girdle			NO_MATCH	Мышца пэлвик пояс	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37368	muscle of free lower limb			NO_MATCH	Мышца свободная нижняя конечность	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37369	muscle of foot			NO_MATCH	Мышца стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37370	muscle of arm			NO_MATCH	Мышца плечо	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37371	muscle of forearm			NO_MATCH	Мышца предплечье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37372	muscle of hand			NO_MATCH	Мышца кисть	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37373	abductor pollicis brevis	abductor brevis pollicis	abductor pollicis brevis	EXACT	Короткая мышца, отводящая большой палец кисти	KEEP	Короткая мышца, отводящая большой палец кисти	Exact TA2 mapping; current Russian term is grammatical and semantically complete.	HIGH
FMA37378	flexor pollicis brevis	flexor brevis pollicis	flexor pollicis brevis	EXACT	Сгибатель большого пальца кисти короткая	APPLY	Короткая мышца, сгибающая большой палец кисти	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA37379	opponens pollicis			NO_MATCH	Мышца, противопоставляющая большой палец	KEEP	Мышца, противопоставляющая большой палец	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37382	abductor digiti minimi of hand	abductor digiti minimi manus	abductor digiti minimi of hand	EXACT	Мышца, отводящая мизинец кисти	KEEP	Мышца, отводящая мизинец кисти	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37383	flexor digiti minimi brevis of hand			NO_MATCH	Сгибатель пальца мизинца короткая кисть	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37384	opponens digiti minimi of hand			NO_MATCH	Мышца, противопоставляющая мизинец кисти	KEEP	Мышца, противопоставляющая мизинец кисти	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37386	right abductor pollicis brevis	abductor brevis pollicis	abductor pollicis brevis	PROBABLE	Правый отводящая мышца большого пальца кисти короткая	APPLY	Правая отводящая мышца большого пальца кисти короткая	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA37387	left abductor pollicis brevis	abductor brevis pollicis	abductor pollicis brevis	PROBABLE	Левый отводящая мышца большого пальца кисти короткая	APPLY	Левая отводящая мышца большого пальца кисти короткая	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA37388	right flexor pollicis brevis	flexor brevis pollicis	flexor pollicis brevis	PROBABLE	Правый сгибатель большого пальца кисти короткая	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37389	left flexor pollicis brevis	flexor brevis pollicis	flexor pollicis brevis	PROBABLE	Левый сгибатель большого пальца кисти короткая	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37390	right opponens pollicis			NO_MATCH	Правая мышца, противопоставляющая большой палец	APPLY	Правый мышца, противопоставляющая большой палец	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA37391	left opponens pollicis			NO_MATCH	Левая мышца, противопоставляющая большой палец	APPLY	Левый мышца, противопоставляющая большой палец	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA37396	abductor digiti minimi of right hand	abductor digiti minimi manus	abductor digiti minimi of hand	PROBABLE	Правая мышца, отводящая мизинец кисти	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37397	abductor digiti minimi of left hand	abductor digiti minimi manus	abductor digiti minimi of hand	PROBABLE	Левая мышца, отводящая мизинец кисти	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37398	flexor digiti minimi brevis of right hand			NO_MATCH	Сгибатель пальца мизинца короткая правый кисть	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37399	flexor digiti minimi brevis of left hand			NO_MATCH	Сгибатель пальца мизинца короткая левый кисть	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37400	opponens digiti minimi of right hand			NO_MATCH	Правая мышца, противопоставляющая мизинец кисти	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37401	opponens digiti minimi of left hand			NO_MATCH	Левая мышца, противопоставляющая мизинец кисти	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37448	abductor hallucis	abductor hallucis	abductor hallucis	EXACT	Мышца, отводящая большой палец стопы	KEEP	Мышца, отводящая большой палец стопы	Exact TA2 mapping; current Russian term is grammatical and semantically complete.	HIGH
FMA37450	flexor digitorum brevis	flexor brevis digitorum	flexor digitorum brevis	EXACT	Сгибатель пальцев короткая	KEEP	Сгибатель пальцев короткая	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37451	abductor digiti minimi of foot	abductor digiti minimi pedis	abductor digiti minimi of foot	EXACT	Мышца, отводящая мизинец стопы	KEEP	Мышца, отводящая мизинец стопы	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37452	flexor accessorius			NO_MATCH	Сгибатель аккэссориус	KEEP	Сгибатель аккэссориус	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37453	lumbrical of foot			NO_MATCH	Червеобразная стопа	KEEP	Червеобразная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37455	flexor digiti minimi brevis of foot			NO_MATCH	Сгибатель пальца мизинца короткая стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37456	interosseous of foot			NO_MATCH	Межкостная стопа	KEEP	Межкостная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37458	plantar interosseous of foot			NO_MATCH	Подошвенная межкостная стопа	KEEP	Подошвенная межкостная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37459	right abductor hallucis	abductor hallucis	abductor hallucis	PROBABLE	Правый отводящая мышца большого пальца стопы	APPLY	Правая отводящая мышца большого пальца стопы	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA37460	left abductor hallucis	abductor hallucis	abductor hallucis	PROBABLE	Левый отводящая мышца большого пальца стопы	APPLY	Левая отводящая мышца большого пальца стопы	Candidate from QA (laterality; lost_information); requires final Russian terminology review before application.	MEDIUM
FMA37461	right flexor digitorum brevis	flexor brevis digitorum	flexor digitorum brevis	PROBABLE	Правый сгибатель пальцев короткая	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37462	left flexor digitorum brevis	flexor brevis digitorum	flexor digitorum brevis	PROBABLE	Левый сгибатель пальцев короткая	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37463	abductor digiti minimi of right foot	abductor digiti minimi pedis	abductor digiti minimi of foot	PROBABLE	Правая мышца, отводящая мизинец стопы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37464	abductor digiti minimi of left foot	abductor digiti minimi pedis	abductor digiti minimi of foot	PROBABLE	Левая мышца, отводящая мизинец стопы	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37465	right flexor accessorius			NO_MATCH	Правый сгибатель аккэссориус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37466	left flexor accessorius			NO_MATCH	Левый сгибатель аккэссориус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37471	flexor digiti minimi brevis of right foot			NO_MATCH	Сгибатель пальца мизинца короткая правый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37472	flexor digiti minimi brevis of left foot			NO_MATCH	Сгибатель пальца мизинца короткая левый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37479	first lumbrical of foot			NO_MATCH	Первая червеобразная стопа	KEEP	Первая червеобразная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37480	second lumbrical of foot			NO_MATCH	Вторая червеобразная стопа	KEEP	Вторая червеобразная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37481	third lumbrical of foot			NO_MATCH	Третья червеобразная стопа	KEEP	Третья червеобразная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37482	fourth lumbrical of foot			NO_MATCH	Четвёртая червеобразная стопа	KEEP	Четвёртая червеобразная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37483	fourth lumbrical of right foot			NO_MATCH	Четвёртая червеобразная правый стопа	KEEP	Четвёртая червеобразная правый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37484	fourth lumbrical of left foot			NO_MATCH	Четвёртая червеобразная левый стопа	KEEP	Четвёртая червеобразная левый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37485	third lumbrical of right foot			NO_MATCH	Третья червеобразная правый стопа	KEEP	Третья червеобразная правый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37486	third lumbrical of left foot			NO_MATCH	Третья червеобразная левый стопа	KEEP	Третья червеобразная левый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37664	coracobrachialis			NO_MATCH	Коракобрачиалис	KEEP	Коракобрачиалис	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37665	right coracobrachialis			NO_MATCH	Правый коракобрачиалис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37666	left coracobrachialis			NO_MATCH	Левый коракобрачиалис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37667	brachialis			NO_MATCH	Плечевая мышца	KEEP	Плечевая мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37668	right brachialis			NO_MATCH	Правый брачиалис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37669	left brachialis			NO_MATCH	Левый брачиалис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37682	short head of biceps brachii	caput breve musculi bicipitis brachii	short head of biceps brachii	EXACT	Короткая головка двуглавая мышца плеча	APPLY	Короткая головка двуглавой мышцы плеча	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA37683	long head of biceps brachii	caput longum musculi bicipitis brachii	long head of biceps brachii	EXACT	Длинная головка двуглавая мышца плеча	APPLY	Длинная головка двуглавой мышцы плеча	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA37684	short head of right biceps brachii	caput breve musculi bicipitis brachii	short head of biceps brachii	PROBABLE	Короткая головка правый двуглавая мышца плеча	APPLY	Короткая головка Правая двуглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37685	short head of left biceps brachii	caput breve musculi bicipitis brachii	short head of biceps brachii	PROBABLE	Короткая головка левый двуглавая мышца плеча	APPLY	Короткая головка Левая двуглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37686	long head of right biceps brachii	caput longum musculi bicipitis brachii	long head of biceps brachii	PROBABLE	Длинная головка правый двуглавая мышца плеча	APPLY	Длинная головка Правая двуглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37687	long head of left biceps brachii	caput longum musculi bicipitis brachii	long head of biceps brachii	PROBABLE	Длинная головка левый двуглавая мышца плеча	APPLY	Длинная головка Левая двуглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37692	long head of triceps brachii	caput longum musculi tricipitis brachii	long head of triceps brachii	EXACT	Длинная головка трёхглавая мышца плеча	APPLY	Длинная головка трёхглавой мышцы плеча	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA37693	medial head of triceps brachii	caput mediale musculi tricipitis brachii	medial head of triceps brachii	EXACT	Медиальная головка трёхглавая мышца плеча	APPLY	Медиальная головка трёхглавой мышцы плеча	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA37694	lateral head of triceps brachii	caput laterale musculi tricipitis brachii	lateral head of triceps brachii	EXACT	Латеральная головка трёхглавая мышца плеча	APPLY	Латеральная головка трёхглавой мышцы плеча	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA37695	medial head of right triceps brachii	caput mediale musculi tricipitis brachii	medial head of triceps brachii	PROBABLE	Медиальная головка правый трёхглавая мышца плеча	APPLY	Медиальная головка Правая трёхглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37696	medial head of left triceps brachii	caput mediale musculi tricipitis brachii	medial head of triceps brachii	PROBABLE	Медиальная головка левый трёхглавая мышца плеча	APPLY	Медиальная головка Левая трёхглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37697	lateral head of right triceps brachii	caput laterale musculi tricipitis brachii	lateral head of triceps brachii	PROBABLE	Латеральная головка правый трёхглавая мышца плеча	APPLY	Латеральная головка Правая трёхглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37698	lateral head of left triceps brachii	caput laterale musculi tricipitis brachii	lateral head of triceps brachii	PROBABLE	Латеральная головка левый трёхглавая мышца плеча	APPLY	Латеральная головка Левая трёхглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37699	long head of right triceps brachii	caput longum musculi tricipitis brachii	long head of triceps brachii	PROBABLE	Длинная головка правый трёхглавая мышца плеча	APPLY	Длинная головка Правая трёхглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37700	long head of left triceps brachii	caput longum musculi tricipitis brachii	long head of triceps brachii	PROBABLE	Длинная головка левый трёхглавая мышца плеча	APPLY	Длинная головка Левая трёхглавая мышца плеча	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA37704	anconeus			NO_MATCH	Локтевая мышца	KEEP	Локтевая мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37705	right anconeus			NO_MATCH	Правый анконэус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37706	left anconeus			NO_MATCH	Левый анконэус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37711	muscle of anterior compartment of arm			NO_MATCH	Мышца передняя компартмент плечо	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37712	muscle of posterior compartment of arm			NO_MATCH	Мышца задняя компартмент плечо	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37717	first lumbrical of right foot			NO_MATCH	Первая червеобразная правый стопа	KEEP	Первая червеобразная правый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37718	first lumbrical of left foot			NO_MATCH	Первая червеобразная левый стопа	KEEP	Первая червеобразная левый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37719	second lumbrical of right foot			NO_MATCH	Вторая червеобразная правый стопа	KEEP	Вторая червеобразная правый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37720	second lumbrical of left foot			NO_MATCH	Вторая червеобразная левый стопа	KEEP	Вторая червеобразная левый стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37738	first plantar interosseous of foot			NO_MATCH	Первая подошвенная межкостная стопа	KEEP	Первая подошвенная межкостная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37739	second plantar interosseous of foot			NO_MATCH	Вторая подошвенная межкостная стопа	KEEP	Вторая подошвенная межкостная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37740	third plantar interosseous of foot			NO_MATCH	Третья подошвенная межкостная стопа	KEEP	Третья подошвенная межкостная стопа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA37741	third plantar interosseous of right foot			NO_MATCH	Третья подошвенная межкостная правый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37742	third plantar interosseous of left foot			NO_MATCH	Третья подошвенная межкостная левый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37743	second plantar interosseous of right foot			NO_MATCH	Вторая подошвенная межкостная правый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37744	second plantar interosseous of left foot			NO_MATCH	Вторая подошвенная межкостная левый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37745	first plantar interosseous of right foot			NO_MATCH	Первая подошвенная межкостная правый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA37746	first plantar interosseous of left foot			NO_MATCH	Первая подошвенная межкостная левый стопа	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38453	pronator quadratus	pronator quadratus	pronator quadratus	EXACT	Круглый пронатор квадратус	KEEP	Круглый пронатор квадратус	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38454	right pronator quadratus	pronator quadratus	pronator quadratus	PROBABLE	Правый круглый пронатор квадратус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38455	left pronator quadratus	pronator quadratus	pronator quadratus	PROBABLE	Левый круглый пронатор квадратус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38456	muscle of anterior compartment of forearm			NO_MATCH	Мышца передняя компартмент предплечье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38459	flexor carpi radialis	flexor radialis carpi	flexor carpi radialis	EXACT	Лучевой сгибатель запястья	KEEP	Лучевой сгибатель запястья	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38460	right flexor carpi radialis	flexor radialis carpi	flexor carpi radialis	PROBABLE	Правый лучевой сгибатель запястья	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38461	left flexor carpi radialis	flexor radialis carpi	flexor carpi radialis	PROBABLE	Левый лучевой сгибатель запястья	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38462	palmaris longus			NO_MATCH	Палмарис длинная	KEEP	Палмарис длинная	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38463	right palmaris longus			NO_MATCH	Правый палмарис длинная	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38464	left palmaris longus			NO_MATCH	Левый палмарис длинная	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38469	flexor digitorum superficialis	flexor superficialis digitorum	flexor digitorum superficialis	EXACT	Сгибатель пальцев супэрфикиалис	KEEP	Сгибатель пальцев супэрфикиалис	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38470	right flexor digitorum superficialis	flexor superficialis digitorum	flexor digitorum superficialis	PROBABLE	Правый сгибатель пальцев супэрфикиалис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38471	left flexor digitorum superficialis	flexor superficialis digitorum	flexor digitorum superficialis	PROBABLE	Левый сгибатель пальцев супэрфикиалис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38472	superficial muscle of anterior compartment of forearm			NO_MATCH	Поверхностная мышца передняя компартмент предплечье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38475	deep muscle of anterior compartment of forearm			NO_MATCH	Глубокая мышца передняя компартмент предплечье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38478	flexor digitorum profundus	flexor profundus digitorum	flexor digitorum profundus	EXACT	Сгибатель пальцев профундус	KEEP	Сгибатель пальцев профундус	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38479	right flexor digitorum profundus	flexor profundus digitorum	flexor digitorum profundus	PROBABLE	Правый сгибатель пальцев профундус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38480	left flexor digitorum profundus	flexor profundus digitorum	flexor digitorum profundus	PROBABLE	Левый сгибатель пальцев профундус	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38481	flexor pollicis longus	flexor longus pollicis	flexor pollicis longus	EXACT	Сгибатель большого пальца кисти длинная	APPLY	Длинная мышца, сгибающая большой палец кисти	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA38482	right flexor pollicis longus	flexor longus pollicis	flexor pollicis longus	PROBABLE	Правый сгибатель большого пальца кисти длинная	REVIEW		Needs external Russian anatomical terminology verification.	LOW
